surface_id	path	scope	source_ids	fork_behavior	upstream_change	classification	resolution	proof
session-system/skills/prompt-master/references/patterns.md	session-system/skills/prompt-master/references/patterns.md	fork-only	s7212c6ee2aeb	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/prompt-master/references/patterns.md is empty (path byte-identical to frozen main)
session-system/skills/prompt-master/references/templates.md	session-system/skills/prompt-master/references/templates.md	fork-only	s26dd22601bcf	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/prompt-master/references/templates.md is empty (path byte-identical to frozen main)
session-system/skills/questionyourself/SKILL.md	session-system/skills/questionyourself/SKILL.md	fork-only	s3248c67897cd	Add 'session-system/' from commit '04059416c063478b806a64fd33afc42823557b66'	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/questionyourself/SKILL.md is empty (path byte-identical to frozen main)
session-system/skills/summary/SKILL.md	session-system/skills/summary/SKILL.md	fork-only	s95cb6e029a28	session candidate: OMP-140; session candidate: OMP-47; session candidate: OMP-38; session candidate: HOME-149; feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147); session close: HOME-130; HOME-116: commit live session rules — scope refusals, closeout lock, checkpoint contract (+tests); HOME-112: uniform memory law — summary skill drops close-time vault ingest; linear-plan gains the law; Add 'session-system/' from commit '04059416c063478b806a64fd33afc42823557b66'	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/summary/SKILL.md is empty (path byte-identical to frozen main)
session-system/skills/summary/references/ledger-close.md	session-system/skills/summary/references/ledger-close.md	fork-only	sced50c04cdf5	session candidate: OMP-154; session candidate: OMP-147; session candidate: OMP-140; session candidate: OMP-67; session candidate: OMP-47	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/summary/references/ledger-close.md is empty (path byte-identical to frozen main)
session-system/skills/summary/references/loop-charter.md	session-system/skills/summary/references/loop-charter.md	fork-only	s59557508f9e6	session candidate: OMP-47	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/summary/references/loop-charter.md is empty (path byte-identical to frozen main)
session-system/skills/summary/references/policy.md	session-system/skills/summary/references/policy.md	fork-only	scdb35147b8cc	session candidate: OMP-47	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/summary/references/policy.md is empty (path byte-identical to frozen main)
session-system/skills/summary/references/rule-map.md	session-system/skills/summary/references/rule-map.md	fork-only	sfb628a0f53dd	session candidate: OMP-140; session candidate: OMP-47	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/summary/references/rule-map.md is empty (path byte-identical to frozen main)
session-system/skills/summary/references/session-review.md	session-system/skills/summary/references/session-review.md	fork-only	s0037031ab612	session candidate: OMP-47	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/summary/references/session-review.md is empty (path byte-identical to frozen main)
session-system/skills/task-observer/SKILL.md	session-system/skills/task-observer/SKILL.md	fork-only	s5474ee9c2abd	session candidate: OMP-47; HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/task-observer/SKILL.md is empty (path byte-identical to frozen main)
session-system/skills/task-observer/references/environments.md	session-system/skills/task-observer/references/environments.md	fork-only	s567faa1db162	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/task-observer/references/environments.md is empty (path byte-identical to frozen main)
session-system/skills/task-observer/references/skill-authoring.md	session-system/skills/task-observer/references/skill-authoring.md	fork-only	sc7a2cccbec64	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/task-observer/references/skill-authoring.md is empty (path byte-identical to frozen main)
session-system/skills/task-observer/references/weekly-review.md	session-system/skills/task-observer/references/weekly-review.md	fork-only	sb95ef4a2c5ae	session candidate: OMP-47; HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/task-observer/references/weekly-review.md is empty (path byte-identical to frozen main)
session-system/skills/vibe-check/.nojekyll	session-system/skills/vibe-check/.nojekyll	fork-only	s53016fc30562	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/vibe-check/.nojekyll is empty (path byte-identical to frozen main)
session-system/skills/vibe-check/CHANGELOG.md	session-system/skills/vibe-check/CHANGELOG.md	fork-only	s650754f1643b	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/vibe-check/CHANGELOG.md is empty (path byte-identical to frozen main)
session-system/skills/vibe-check/LICENSE	session-system/skills/vibe-check/LICENSE	fork-only	s7d65c4876889	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/vibe-check/LICENSE is empty (path byte-identical to frozen main)
session-system/skills/vibe-check/README.md	session-system/skills/vibe-check/README.md	fork-only	s78592175141e	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/vibe-check/README.md is empty (path byte-identical to frozen main)
session-system/skills/vibe-check/RELEASING.md	session-system/skills/vibe-check/RELEASING.md	fork-only	s72f18ee1f545	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/vibe-check/RELEASING.md is empty (path byte-identical to frozen main)
session-system/skills/vibe-check/SKILL.md	session-system/skills/vibe-check/SKILL.md	fork-only	s798c2a8fefd0	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/vibe-check/SKILL.md is empty (path byte-identical to frozen main)
session-system/skills/vibe-check/VERSION	session-system/skills/vibe-check/VERSION	fork-only	s7f07b268aec9	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/vibe-check/VERSION is empty (path byte-identical to frozen main)
session-system/skills/vibe-check/assets/diagrams/blueprint.html	session-system/skills/vibe-check/assets/diagrams/blueprint.html	fork-only	s6ab3aecc3d2e	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/vibe-check/assets/diagrams/blueprint.html is empty (path byte-identical to frozen main)
session-system/skills/vibe-check/assets/diagrams/crazy8-combine.html	session-system/skills/vibe-check/assets/diagrams/crazy8-combine.html	fork-only	sd03c9cfc2de5	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/vibe-check/assets/diagrams/crazy8-combine.html is empty (path byte-identical to frozen main)
session-system/skills/vibe-check/assets/diagrams/crazy8-web.html	session-system/skills/vibe-check/assets/diagrams/crazy8-web.html	fork-only	s28977f0d9c51	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/vibe-check/assets/diagrams/crazy8-web.html is empty (path byte-identical to frozen main)
session-system/skills/vibe-check/assets/diagrams/crazy8.html	session-system/skills/vibe-check/assets/diagrams/crazy8.html	fork-only	sf311b90b6aaf	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/vibe-check/assets/diagrams/crazy8.html is empty (path byte-identical to frozen main)
session-system/skills/vibe-check/assets/diagrams/data-clearlist.json	session-system/skills/vibe-check/assets/diagrams/data-clearlist.json	fork-only	s45449bfd900b	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/vibe-check/assets/diagrams/data-clearlist.json is empty (path byte-identical to frozen main)
session-system/skills/vibe-check/assets/diagrams/data-matrix-example.json	session-system/skills/vibe-check/assets/diagrams/data-matrix-example.json	fork-only	s255e372f0216	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/vibe-check/assets/diagrams/data-matrix-example.json is empty (path byte-identical to frozen main)
session-system/skills/vibe-check/assets/diagrams/data-opportunity-example.json	session-system/skills/vibe-check/assets/diagrams/data-opportunity-example.json	fork-only	s223ea1688f20	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/vibe-check/assets/diagrams/data-opportunity-example.json is empty (path byte-identical to frozen main)
session-system/skills/vibe-check/assets/diagrams/data-skillconcierge.json	session-system/skills/vibe-check/assets/diagrams/data-skillconcierge.json	fork-only	s4407a03a034c	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/vibe-check/assets/diagrams/data-skillconcierge.json is empty (path byte-identical to frozen main)
session-system/skills/vibe-check/assets/diagrams/data-storymap-example.json	session-system/skills/vibe-check/assets/diagrams/data-storymap-example.json	fork-only	sb3aa40fa74c2	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/vibe-check/assets/diagrams/data-storymap-example.json is empty (path byte-identical to frozen main)
session-system/skills/vibe-check/assets/diagrams/data-vinti.json	session-system/skills/vibe-check/assets/diagrams/data-vinti.json	fork-only	s06cdd7fe0be7	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/vibe-check/assets/diagrams/data-vinti.json is empty (path byte-identical to frozen main)
session-system/skills/vibe-check/assets/diagrams/engine.css	session-system/skills/vibe-check/assets/diagrams/engine.css	fork-only	se95c002834b1	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/vibe-check/assets/diagrams/engine.css is empty (path byte-identical to frozen main)
session-system/skills/vibe-check/assets/diagrams/matrix.html	session-system/skills/vibe-check/assets/diagrams/matrix.html	fork-only	seb7e2ef32f28	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/vibe-check/assets/diagrams/matrix.html is empty (path byte-identical to frozen main)
session-system/skills/vibe-check/assets/diagrams/opportunity.html	session-system/skills/vibe-check/assets/diagrams/opportunity.html	fork-only	s7a3ab4996081	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/vibe-check/assets/diagrams/opportunity.html is empty (path byte-identical to frozen main)
session-system/skills/vibe-check/assets/diagrams/storymap.html	session-system/skills/vibe-check/assets/diagrams/storymap.html	fork-only	s09ab95f3bf1c	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/vibe-check/assets/diagrams/storymap.html is empty (path byte-identical to frozen main)
session-system/skills/vibe-check/assets/readme-banner.png	session-system/skills/vibe-check/assets/readme-banner.png	fork-only	sf1ac54d58f18	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/vibe-check/assets/readme-banner.png is empty (path byte-identical to frozen main)
session-system/skills/vibe-check/bump.sh	session-system/skills/vibe-check/bump.sh	fork-only	s064d6339de88	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/vibe-check/bump.sh is empty (path byte-identical to frozen main)
session-system/skills/vibe-check/examples/README.md	session-system/skills/vibe-check/examples/README.md	fork-only	s33ca8b45cf70	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/vibe-check/examples/README.md is empty (path byte-identical to frozen main)
session-system/skills/vibe-check/examples/audhd-validation-report.html	session-system/skills/vibe-check/examples/audhd-validation-report.html	fork-only	s98af12cef764	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/vibe-check/examples/audhd-validation-report.html is empty (path byte-identical to frozen main)
session-system/skills/vibe-check/examples/clearlist-blueprint.html	session-system/skills/vibe-check/examples/clearlist-blueprint.html	fork-only	s771ed620fa05	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/vibe-check/examples/clearlist-blueprint.html is empty (path byte-identical to frozen main)
session-system/skills/vibe-check/examples/clearlist-prd.html	session-system/skills/vibe-check/examples/clearlist-prd.html	fork-only	s9711d6137dcc	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/vibe-check/examples/clearlist-prd.html is empty (path byte-identical to frozen main)
session-system/skills/vibe-check/examples/clearlist-session.md	session-system/skills/vibe-check/examples/clearlist-session.md	fork-only	sb55f2de5b13e	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/vibe-check/examples/clearlist-session.md is empty (path byte-identical to frozen main)
session-system/skills/vibe-check/examples/plant-blueprint.html	session-system/skills/vibe-check/examples/plant-blueprint.html	fork-only	s43be0cc9f59d	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/vibe-check/examples/plant-blueprint.html is empty (path byte-identical to frozen main)
session-system/skills/vibe-check/examples/plant-watering.md	session-system/skills/vibe-check/examples/plant-watering.md	fork-only	s487831efd8cc	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/vibe-check/examples/plant-watering.md is empty (path byte-identical to frozen main)
session-system/skills/vibe-check/references/CODE-CHECKUP.md	session-system/skills/vibe-check/references/CODE-CHECKUP.md	fork-only	s5fe3d2f2171a	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/vibe-check/references/CODE-CHECKUP.md is empty (path byte-identical to frozen main)
session-system/skills/vibe-check/references/COLD-START.md	session-system/skills/vibe-check/references/COLD-START.md	fork-only	s964755a22c0d	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/vibe-check/references/COLD-START.md is empty (path byte-identical to frozen main)
session-system/skills/vibe-check/references/DIAGRAM-SYSTEM.md	session-system/skills/vibe-check/references/DIAGRAM-SYSTEM.md	fork-only	s539a67f8577e	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/vibe-check/references/DIAGRAM-SYSTEM.md is empty (path byte-identical to frozen main)
session-system/skills/vibe-check/references/DISCOVERY-DEEP-DIVE.md	session-system/skills/vibe-check/references/DISCOVERY-DEEP-DIVE.md	fork-only	s73685b65f9bc	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/vibe-check/references/DISCOVERY-DEEP-DIVE.md is empty (path byte-identical to frozen main)
session-system/skills/vibe-check/references/EXPERIENCE-BLUEPRINT.md	session-system/skills/vibe-check/references/EXPERIENCE-BLUEPRINT.md	fork-only	sb60bb3ab5924	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/vibe-check/references/EXPERIENCE-BLUEPRINT.md is empty (path byte-identical to frozen main)
session-system/skills/vibe-check/references/GITHUB-AND-DEPLOYMENT.md	session-system/skills/vibe-check/references/GITHUB-AND-DEPLOYMENT.md	fork-only	sfc0bcab0445d	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/vibe-check/references/GITHUB-AND-DEPLOYMENT.md is empty (path byte-identical to frozen main)
session-system/skills/vibe-check/references/GROWTH-LOOPS.md	session-system/skills/vibe-check/references/GROWTH-LOOPS.md	fork-only	sb1fefb74e680	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/vibe-check/references/GROWTH-LOOPS.md is empty (path byte-identical to frozen main)
session-system/skills/vibe-check/references/HTML-BLUEPRINT.md	session-system/skills/vibe-check/references/HTML-BLUEPRINT.md	fork-only	s339cdebc4ae1	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/vibe-check/references/HTML-BLUEPRINT.md is empty (path byte-identical to frozen main)
session-system/skills/vibe-check/references/KEEPING-CODE-NAVIGABLE.md	session-system/skills/vibe-check/references/KEEPING-CODE-NAVIGABLE.md	fork-only	s075f0fde446c	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/vibe-check/references/KEEPING-CODE-NAVIGABLE.md is empty (path byte-identical to frozen main)
session-system/skills/vibe-check/references/MANAGING-YOUR-AI.md	session-system/skills/vibe-check/references/MANAGING-YOUR-AI.md	fork-only	sf5d79304a6d9	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/vibe-check/references/MANAGING-YOUR-AI.md is empty (path byte-identical to frozen main)
session-system/skills/vibe-check/references/MULTI-SIDED.md	session-system/skills/vibe-check/references/MULTI-SIDED.md	fork-only	s3e7af221027b	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/vibe-check/references/MULTI-SIDED.md is empty (path byte-identical to frozen main)
session-system/skills/vibe-check/references/PLAN-TEMPLATE.md	session-system/skills/vibe-check/references/PLAN-TEMPLATE.md	fork-only	s2c23ca622156	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/vibe-check/references/PLAN-TEMPLATE.md is empty (path byte-identical to frozen main)
session-system/skills/vibe-check/references/PRD.md	session-system/skills/vibe-check/references/PRD.md	fork-only	se28ebe62e6e0	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/vibe-check/references/PRD.md is empty (path byte-identical to frozen main)
session-system/skills/vibe-check/references/WHAT-A-SKILL-ACTUALLY-IS.md	session-system/skills/vibe-check/references/WHAT-A-SKILL-ACTUALLY-IS.md	fork-only	s156a752d79cc	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/vibe-check/references/WHAT-A-SKILL-ACTUALLY-IS.md is empty (path byte-identical to frozen main)
session-system/skills/whatsmissing/SKILL.md	session-system/skills/whatsmissing/SKILL.md	fork-only	sb184bbb2beb2	Add 'session-system/' from commit '04059416c063478b806a64fd33afc42823557b66'	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/whatsmissing/SKILL.md is empty (path byte-identical to frozen main)
session-system/skills/wiz-ccr-creator/SKILL.md	session-system/skills/wiz-ccr-creator/SKILL.md	fork-only	s7b43dd9ebc2a	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/wiz-ccr-creator/SKILL.md is empty (path byte-identical to frozen main)
session-system/skills/wiz-ccr-creator/references/ccr_reference.md	session-system/skills/wiz-ccr-creator/references/ccr_reference.md	fork-only	sef53457697a9	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/wiz-ccr-creator/references/ccr_reference.md is empty (path byte-identical to frozen main)
session-system/skills/wiz-mcp/SKILL.md	session-system/skills/wiz-mcp/SKILL.md	fork-only	s70aee90f8744	HOME-110: home remaining 11 live skills in session-system (install.sh places them; vibe-check embedded .git stripped)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- session-system/skills/wiz-mcp/SKILL.md is empty (path byte-identical to frozen main)
